Minutes Spent,Points,Run,Program Version,Time Started (UTC),Position,User,failedQuiz,What is a /cognitive bias/? (8ivbe6t),gotQuestion1Right,What kind of scenario should you imagine after reading about the cognitive bias and before answering the first question? (u9s211m),gotQuestion2Right,counter,previousRandomNumbers,final,randomNumber,i,bias,"Imagine a scenario in which you're trying to help a friend or loved one to adopt a new positive habit or pattern of behavior, like going to the gym regularly, giving to charity each month, managing anger, meditating every morning, etc. If your friend or loved one was having trouble adopting the new habit or behavior because they were getting tripped up by the {bias[""name""]}, then how would you help them to overcome that bias and adopt the new habit or behavior? Or if you could leverage the {bias[""name""]} to help the person to adopt the new habit or behavior, then how would you do it? Think: ""To help a friend or loved one to overcome the {bias[""name""]} and adopt a new positive habit or pattern of behavior, I would _____."" Or, conversely (or additionally): ""To leverage the {bias[""name""]} to help someone to adopt a new positive habit or pattern of behavior, I would _____."" Please provide as much detail as you can! (If you want, you can read more about the Ten Conditions for change [here|https://www.sparkwave.tech/conditions-for-change/].) (9mlhyy7)",temp1,"The *Ten Conditions for Change* is a framework for helping people to adopt new positive behaviors or habits. The framework basically claims that if people have met all ten conditions, then they will adopt a new behavior. Given the definitions of the Ten Conditions for Change below and the definition of the {bias[""name""]}, which of the Ten Conditions do you think is *most* affected by the {bias[""name""]}? In other words, if a person is trying to adopt a new positive behavior but is failing to do so because they're suffering from the {bias[""name""]}, then which of the Ten Conditions are they likely failing to meet? Or, conversely, if you could ethically leverage the {bias[""name""]} to help someone adopt a new behavior, then which of the Ten Conditions would you most affect by leveraging the bias? (kyn06yu)",temp2,Time Finished (UTC),age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,"Imagine a scenario in which you're trying to help a friend or loved one to adopt a new positive habit or pattern of behavior, like going to the gym regularly, giving to charity each month, managing anger, meditating every morning, etc. If your friend or loved one was having trouble adopting the new habit or behavior because they were getting tripped up by the {bias[""name""]}, then how would you help them to overcome that bias and adopt the new habit or behavior? Or if you could ethically leverage the {bias[""name""]} to help the person to adopt the new habit or behavior, then how would you do it? Think: ""To help a friend or loved one to overcome the {bias[""name""]} and adopt a new positive habit or pattern of behavior, I would _____."" Or, conversely (or additionally): ""To ethically leverage the {bias[""name""]} to help someone to adopt a new positive habit or pattern of behavior, I would _____."" Please provide as much detail as you can! (v01hf16)","The *Ten Conditions for Change* is a framework for helping people to adopt new positive behaviors or habits. The framework basically claims that if people have met all ten conditions, then they will adopt a new behavior. Given the definitions of the Ten Conditions for Change below and the definition of the {bias[""name""]}, which of the Ten Conditions do you think is *most* affected by the {bias[""name""]}? In other words, if a person is trying to adopt a new positive behavior but is failing to do so because they're suffering from the {bias[""name""]}, then which of the Ten Conditions are they likely failing to meet? Or, conversely, if you could ethically leverage the {bias[""name""]} to help someone adopt a new behavior, then which of the Ten Conditions would you most affect by leveraging the bias? (If you want, you can read more about the Ten Conditions for change [here|https://www.sparkwave.tech/conditions-for-change/].) (ldbalya)"
2.13,0,5827945,56,2020-11-13 03:26:15,e5pk486,,1,no | yes,yes,yes | yes,yes,4,"[1,2,0]","{""mainQuestion1Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion2Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion3Response"":""i would like to motivate him"",""mainQuestion4Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion5Response"":""would like to guide him like a mentor"",""mainQuestion6Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.""}",0,3,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,would like to guide him like a mentor,,"2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.",2020-11-13 03:28:23,28,desktop,male,completedProfessionalDegree,695e0c0f,2020-11-12 09:25 PM,08f04d351d5c591bbbcbd8f9323f809b4d016ce9,3d8d545c,1992,2891ab08,7,United States,"$85,000 to $114,999",0,5,100000,New behavior adoption isn't affected by this bias | i would like to motivate him | would like to guide him like a mentor,"2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."
3.60,0,5828042,56,2020-11-13 04:12:52,zphr6g8,,1,no | yes,yes,no | yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,28,desktop,female,completedMastersDegree,695e0c0f,2020-11-12 10:11 PM,dbe57b7f9cb14b8057c2abd3777f4eb689024e20,3701b38d,1992,4bb986f1,6,United States,"$60,000 to $84,999",1,4,72500,,
1.43,0,5828144,56,2020-11-13 05:16:13,zphr6g8,,0,yes,yes,yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,37,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-12 11:15 PM,e45db18cf992f39d3c51639504adb3d3f8b6d2c6,e97ed8be,1983,0db15c77,5,United States,"$40,000 to $59,999",0,3,50000,,
7.60,0,5828681,56,2020-11-13 09:33:45,e5pk486,,1,no | no | yes | no | no | no | no | yes | no | no | no | no | no | no | no | no | no | no | no | no | no | no | no | yes,yes,no | no | no | no | yes | no | no | no | no | no | no | no | yes | yes | yes | no | no | no | no | no | no | yes | no | yes,yes,4,"[2,0,1]","{""mainQuestion1Response"":""Make sure all words are spelled correctly.\nTry different keywords.\nTry more general keywords.\nTry fewer keywords."",""mainQuestion2Response"":""10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels."",""mainQuestion3Response"":""yes"",""mainQuestion4Response"":""1. A person *considers* the behavior. A person is very unlikely to change a behavior if they have not even considered changing it."",""mainQuestion5Response"":""yes"",""mainQuestion6Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.""}",1,3,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,yes,,"2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.",2020-11-13 09:41:21,50,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 03:32 AM,e439a58a67d3718278b0680d3793532db196638e,4e0ee432,1970,5e7e4ffd,5,United States,"$60,000 to $84,999",1,4,72500,"Make sure all words are spelled correctly.
Try different keywords.
Try more general keywords.
Try fewer keywords. | yes | yes","10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels. | 1. A person *considers* the behavior. A person is very unlikely to change a behavior if they have not even considered changing it. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."
2.97,0,5829610,56,2020-11-13 16:26:06,no89uwa,,0,,,,,,,,,,,,,,,,32,desktop,female,completedMastersDegree,695e0c0f,2020-11-13 10:25 AM,1149237442642751426de787340d8c748a594f76,d71f3066,1988,0ed226cb,6,United States,"$60,000 to $84,999",1,4,72500,,
0.60,0,5829612,56,2020-11-13 16:26:31,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,46,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 10:25 AM,9975400f11f3cc97db0bc37b4933890b6f8c22c1,06998f21,1974,c00d0531,5,United States,"$85,000 to $114,999",1,5,100000,,
1.47,0,5829615,56,2020-11-13 16:26:58,zphr6g8,,1,yes | yes,yes,no | yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,51,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 10:25 AM,e50cd0e203094db615e3bf4729b9e6b014adbc75,5ba538d4,1969,1e50b78e,5,United States,"$25,000 to $39,999",0,2,32500,,
2.02,0,5829619,56,2020-11-13 16:29:14,zphr6g8,,1,yes | no | no | no | no | no | yes,yes,no | yes | yes | yes | yes | yes | yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,52,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 10:27 AM,8b7c9974ef29b357822c6f45726a1da8b56a9ecc,1b1e95f0,1968,e61a3a85,5,United States,"$40,000 to $59,999",0,3,50000,,
27.32,0,5829623,56,2020-11-13 16:30:17,e5pk486,,0,yes,yes,yes,yes,4,"[1,0,2]","{""mainQuestion1Response"":""I would use reward incentives for avoiding attentional distraction"",""mainQuestion2Response"":""3. A person *intends* to adopt the new behavior. Even if a person desires to adopt a new behavior, they're very unlikely to actually do so unless they themselves predict that they will conduct that behavior at specific times, in specific situations, or within a certain time frame."",""mainQuestion3Response"":""Prior knowledge or experience will affect motivation"",""mainQuestion4Response"":""10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels."",""mainQuestion5Response"":""Help them find common ground whether negative or positive"",""mainQuestion6Response"":""10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels.""}",2,3,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,Help them find common ground whether negative or positive,,"10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels.",2020-11-13 16:57:36,56,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 10:25 AM,997abbbf92c888d66422d8aa616afa5e1122f1e3,5a237ec2,1964,9f0f2821,5,United States,"$40,000 to $59,999",1,3,50000,I would use reward incentives for avoiding attentional distraction | Prior knowledge or experience will affect motivation | Help them find common ground whether negative or positive,"3. A person *intends* to adopt the new behavior. Even if a person desires to adopt a new behavior, they're very unlikely to actually do so unless they themselves predict that they will conduct that behavior at specific times, in specific situations, or within a certain time frame. | 10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels. | 10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels."
8.92,0,5829626,56,2020-11-13 16:30:30,e5pk486,,1,yes | yes,yes,no | yes,yes,4,"[1,2,0]","{""mainQuestion1Response"":""\""New behavior adoption isn't affected by this bias"",""mainQuestion2Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion3Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion4Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion5Response"":""\""New behavior adoption isn't affected by this bias"",""mainQuestion6Response"":""10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels.""}",0,3,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,"""New behavior adoption isn't affected by this bias",,"10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels.",2020-11-13 16:39:25,34,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 10:29 AM,926fccf437fd45ab6f61605f738d28ab54aca1f6,e7d2714e,1986,c1e73a1c,5,United States,"$85,000 to $114,999",0,5,100000,"""New behavior adoption isn't affected by this bias | New behavior adoption isn't affected by this bias | ""New behavior adoption isn't affected by this bias","2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 10. A person *maintains* all of the things needed to perform the relevant actions in the future. A person is very unlikely to perform future required actions if, due to the experience of taking earlier actions or due to the passage of time, the conditions mentioned above fall below adequate levels."
2.05,0,5829644,56,2020-11-13 16:34:04,zphr6g8,,0,yes,yes,yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,59,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 10:31 AM,2df9695c96c49ed659892164ca86d56fc0e6e970,e2d5a8c3,1961,6b4ce652,5,United States,"$10,000 to $24,999",1,1,17500,,
2.62,0,5829651,56,2020-11-13 16:35:30,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,51,desktop,male,completedAssociateDegreeOnly,695e0c0f,2020-11-13 10:31 AM,dabc520447cebb3fcbb0915cc81e8a080f1ba779,ad3aec40,1969,8c774a23,4,United States,"$25,000 to $39,999",0,2,32500,,
7.18,0,5829670,56,2020-11-13 16:42:42,e5pk486,,0,yes,yes,yes,yes,2,"[0,1]","{""mainQuestion1Response"":""I once met a friend who told me she is really jealous of the way I look and said she really which she has a body like mine.\nI told her i put in a lot of hard work to get my body and I watch closely everything i eat, she complained bitterly how she feels lazy to hit the gym and her love for junk foods, I decided to enroll her to my gym and always pick her up so we go to the gym everyday. I motivate her everyday and now she's loving all the changes she's seeing becoming very fit and achieving the body she wants gradually."",""mainQuestion2Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.""}",1,2,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,"I once met a friend who told me she is really jealous of the way I look and said she really which she has a body like mine.
I told her i put in a lot of hard work to get my body and I watch closely everything i eat, she complained bitterly how she feels lazy to hit the gym and her love for junk foods, I decided to enroll her to my gym and always pick her up so we go to the gym everyday. I motivate her everyday and now she's loving all the changes she's seeing becoming very fit and achieving the body she wants gradually.",,"2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.",,35,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 10:42 AM,23a901d8a1195d79f27c04ce04069184f104d5ba,d57789f7,1985,7c0b8c7a,5,United States,"$85,000 to $114,999",1,5,100000,"I once met a friend who told me she is really jealous of the way I look and said she really which she has a body like mine.
I told her i put in a lot of hard work to get my body and I watch closely everything i eat, she complained bitterly how she feels lazy to hit the gym and her love for junk foods, I decided to enroll her to my gym and always pick her up so we go to the gym everyday. I motivate her everyday and now she's loving all the changes she's seeing becoming very fit and achieving the body she wants gradually.","2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."
